순번,제목,설명,발행일,링크,원본링크,언론사,IP포함,라이선싱포함,빌드업포함,코레일포함,슈야포함,테마카페포함,캐릭터포함
469,"그라비티; '라이선싱 재팬 2024' 참가…IP 글로벌 사업 확장","개별 작품 속 주인공들이 한데 모여 협력해 나가는 크로스오버 작품으로 각각의 스토리 빌드업을 통해... 이형 그라비티 IP사업 PM은 &quot;라이선싱 재팬은 라이선싱 업계의 트렌드와 동향을 파악할 수 있는 자리로... ",2024-07-01,"https://sports.hankooki.com/news/articleView.html?idxno=6867115","https://sports.hankooki.com/news/articleView.html?idxno=6867115",Unknown,Y,Y,Y,N,N,N,N
470,"그라비티; ‘라이선싱 재팬 2024’서 IP 사업 확장 모색","개별 작품 속 주인공들이 한데 모여 협력해 나가는 크로스오버 작품으로 각각의 스토리 빌드업을 통해... 이형 그라비티 IP사업 PM은 “라이선싱 재팬은 라이선싱 업계의 트렌드와 동향을 파악할 수 있는 자리로... ",2024-07-01,"https://n.news.naver.com/mnews/article/396/0000681245?sid=105","https://www.sportsworldi.com/newsView/20240701510053",네이버뉴스,Y,Y,Y,N,N,N,N
471,"그라비티; 자사 IP의 글로벌 사업 확장 위해 ‘라이선싱 재팬 2024’ 참가","개별 작품 속 주인공들이 한데 모여 협력해 나가는 크로스오버 작품으로 각각의 스토리 빌드업을 통해... 그라비티 이형 IP사업 PM은 &quot;라이선싱 재팬은 라이선싱 업계의 트렌드와 동향을 파악할 수 있는 자리로... ",2024-07-01,"https://www.gameshot.net/common/con_view.php?code=GA66822bd2d25b9","https://www.gameshot.net/common/con_view.php?code=GA66822bd2d25b9",Unknown,Y,Y,Y,N,N,N,N
472,"그라비티; 자사 IP의 글로벌 사업 확장 위해 ‘라이선싱 재팬 2024’ 참가...","개별 작품 속 주인공들이 한데 모여 협력해 나가는 크로스오버 작품으로 각각의 스토리 빌드업을 통해... 그라비티 이형 IP사업 PM은 &quot;라이선싱 재팬은 라이선싱 업계의 트렌드와 동향을 파악할 수 있는 자리로... ",2024-07-01,"https://www.gamechosun.co.kr/webzine/article/view.php?no=206588","https://www.gamechosun.co.kr/webzine/article/view.php?no=206588",Unknown,Y,Y,Y,N,N,N,N
473,"그라비티; ‘라이선싱 재팬 2024’ 참가..IP 사업 글로벌 확장","개별 작품 속 주인공들이 한데 모여 협력해 나가는 크로스오버 작품으로 각각의 스토리 빌드업을 통해... 그라비티 이형 IP사업 PM은 “라이선싱 재팬은 라이선싱 업계의 트렌드와 동향을 파악할 수 있는 자리로... ",2024-07-01,"http://kpenews.com/View.aspx?No=3285322","http://kpenews.com/View.aspx?No=3285322",한국정경신문,Y,Y,Y,N,N,N,N
474,"그라비티; IP 글로벌 사업 확장 위해 '라이선싱 재팬 2024' 참가","개별 작품 속 주인공들이 한데 모여 협력해 나가는 크로스오버 작품으로 각각의 스토리 빌드업을 통해... 그라비티 이형 IP사업 PM은 &quot;라이선싱 재팬은 라이선싱 업계의 트렌드와 동향을 파악할 수 있는 자리로... ",2024-07-01,"https://www.khgames.co.kr/news/articleView.html?idxno=229544","https://www.khgames.co.kr/news/articleView.html?idxno=229544",Unknown,Y,Y,Y,N,N,N,N
475,"그라비티; ‘라이선싱 재팬 2024’ 참가… IP 확장 모색","개별 작품 속 주인공들이 한데 모여 협력해 나가는 크로스오버 작품으로 각각의 스토리 빌드업을 통해... 그라비티 이형 IP사업 PM은 “라이선싱 재팬은 라이선싱 업계의 트렌드와 동향을 파악할 수 있는 자리로... ",2024-07-01,"https://n.news.naver.com/mnews/article/138/0002176533?sid=105","https://www.ddaily.co.kr/page/view/2024070111090703379",네이버뉴스,Y,Y,Y,N,N,N,N
476,"그라비티; '라이선싱 재팬 2024' 참가.. 'IP 글로벌 사업 확장 시도'","개별 작품 속 주인공들이 한데 모여 협력해 나가는 크로스오버 작품으로 각각의 스토리 빌드업을 통해... 그라비티 이형 IP사업 PM은 &quot;라이선싱 재팬은 라이선싱 업계의 트렌드와 동향을 파악할 수 있는 자리로... ",2024-07-01,"https://game.donga.com/112782/","https://game.donga.com/112782/",Unknown,Y,Y,Y,N,N,N,N
477,"그라비티; 라그나로크 IP 가지고 '라이선싱 재팬 2024' 참가","개별 작품 속 주인공들이 한데 모여 협력해 나가는 크로스오버 작품으로 각각의 스토리 빌드업을 통해... 이형 그라비티 IP사업 PM은 &quot;라이선싱 재팬은 라이선싱 업계의 트렌드와 동향을 파악할 수 있는 자리로... ",2024-07-01,"http://www.newsprime.co.kr/news/article.html?no=644799","http://www.newsprime.co.kr/news/article.html?no=644799",Unknown,Y,Y,Y,N,N,N,N
478,"그라비티; 일본 라이선싱 재팬 2024 참가…'라그나로크' IP 알려","개별 작품 속 주인공들이 한데 모여 협력해 나가는 크로스오버 작품으로 각각의 스토리 빌드업을 통해... 이형 그라비티 IP사업 PM은 &quot;라이선싱 재팬은 라이선싱 업계의 트렌드와 동향을 파악할 수 있는 자리로 새로운... ",2024-07-01,"https://n.news.naver.com/mnews/article/031/0000849069?sid=105","http://www.inews24.com/view/1736459",네이버뉴스,Y,Y,Y,N,N,N,N
479,"그라비티; ‘라이선싱 재팬 2024’ 참가…라그나로크 IP 글로벌 확장","개별 작품 속 주인공들이 한데 모여 협력해 나가는 크로스오버 작품으로 각각의 스토리 빌드업을 통해... 이형 그라비티 IP사업 PM은 “라이선싱 재팬은 라이선싱 업계의 트렌드와 동향을 파악할 수 있는 자리로... ",2024-07-01,"https://www.ceoscoredaily.com/page/view/2024070110260968844","https://www.ceoscoredaily.com/page/view/2024070110260968844",Unknown,Y,Y,Y,N,N,N,N
480,"그라비티; 글로벌 IP 사업 확장 위해 ‘라이선싱 재팬 2024’ 참가","스토리 빌드업을 통해 작품 전체 세계관이 통합된다. 올해 4월 일본 아마존 플립툰에 2개 작품을 독점으로 공개했다. 이형 그라비티 IP 사업 PM은 “라이선싱 재팬은 라이선싱 업계의 트렌드와 동향을 파악할 수... ",2024-07-01,"http://www.fntimes.com/html/view.php?ud=202407011020192637492587736_18","http://www.fntimes.com/html/view.php?ud=202407011020192637492587736_18",Unknown,Y,Y,Y,N,N,N,N
481,"그라비티; 자사 IP의 글로벌 사업 확장 위해 ‘라이선싱 재팬 2024’ 참가","개별 작품 속 주인공들이 한데 모여 협력해 나가는 크로스오버 작품으로 각각의 스토리 빌드업을 통해... 그라비티 이형 IP사업 PM은 &quot;라이선싱 재팬은 라이선싱 업계의 트렌드와 동향을 파악할 수 있는 자리로... ",2024-07-01,"https://www.thisisgame.com/webzine/game/nboard/225/?n=190968","https://www.thisisgame.com/webzine/game/nboard/225/?n=190968",Unknown,Y,Y,Y,N,N,N,N
482,"그라비티 '라이선싱 재팬 2024' 참가...라그나로크 IP기반 콘텐츠 공개","개별 작품 속 주인공들이 한데 모여 협력해 나가는 크로스오버 작품으로 각각의 스토리 빌드업을 통해... 그라비티 이형 IP사업 PM은 &quot;라이선싱 재팬은 라이선싱 업계의 트렌드와 동향을 파악할 수 있는 자리로... ",2024-07-01,"http://gamefocus.co.kr/detail.php?number=157261","http://gamefocus.co.kr/detail.php?number=157261",Unknown,Y,Y,Y,N,N,N,N
483,"그라비티; '라이선싱 재팬 2024' 참가...라그나로그 IP 글로벌 사업 확장","개별 작품 속 주인공들이 한데 모여 협력해 나가는 크로스오버 작품으로 각각의 스토리 빌드업을 통해... 그라비티 이형 IP사업 PM은 &quot;라이선싱 재팬은 라이선싱 업계의 트렌드와 동향을 파악할 수 있는 자리로... ",2024-07-01,"https://www.pointdaily.co.kr/news/articleView.html?idxno=208402","https://www.pointdaily.co.kr/news/articleView.html?idxno=208402",Unknown,Y,Y,Y,N,N,N,N
484,"로티·로리에게 친구가 생겼어요","한 팀장은 &quot;‘로티’·‘로리’ IP를 개발하고 30년 이상 활용해 사업화가 얼마나 어려운지 잘 안다&quot;며 &quot;별도로 콘진원과 함께 테마파크 수요맞춤형 콘텐츠를 공동 기획·발굴하는 IP 라이선싱 빌드업을 추진 중&quot;이라고... ",2022-07-22,"https://n.news.naver.com/mnews/article/277/0005121971?sid=103","https://view.asiae.co.kr/article/2022072114474155296",네이버뉴스,Y,Y,Y,N,N,N,N
485,"IP 영향력 키운다··· 그라비티; 2년 연속 '라이선싱 재팬' 참가","개별 작품 속 주인공들이 한데 모여 협력해 나가는 크로스오버 작품으로 각각의 스토리 빌드업을 통해... 이형 그라비티 IP사업 PM은 &quot;지난해 라이선싱 재팬 참가를 통해 태국 라그나로크 IP 전시회 개최 등 유의미한... ",2024-07-01,"https://www.getnews.co.kr/news/articleView.html?idxno=681529","https://www.getnews.co.kr/news/articleView.html?idxno=681529",Unknown,Y,Y,Y,N,N,N,N
486,"‘우쭈쭈 마이펫’; ‘밥이본이’..롯데월드-중소기업 협업 산물","동반성장의 멍석은 한국콘텐츠진흥원이 깔고; ‘2021 IP 라이선싱 빌드업’ 사업이 매개했다. 1일 콘텐츠분야 민관에 따르면; ‘IP 라이선싱 빌드업’은 콘텐츠 IP를 활용한 라이선싱 비즈니스 활성화를 위해 전담... ",2021-12-01,"https://n.news.naver.com/mnews/article/016/0001919050?sid=103","http://news.heraldcorp.com/view.php?ud=20211201000111",네이버뉴스,Y,Y,Y,N,N,N,N
487,"SPC·롯데의 ESG 경영…지역농가와 '상생'對콘텐츠기업과 '동반성장'","롯데월드는 한국콘텐츠진흥원에서 진행하는 '2021 IP 라이선싱 빌드업'을 통해 중소 콘텐츠기업와 컬래버레이션을 진행한다고 2일 밝혔다. IP 라이선싱 빌드업은 콘텐츠 IP를 활용한 라이선싱 비즈니스 활성화를 위해... ",2021-12-02,"http://www.ezyeconomy.com/news/articleView.html?idxno=114805","http://www.ezyeconomy.com/news/articleView.html?idxno=114805",Unknown,Y,Y,Y,N,N,N,N
488,"롯데월드; 중소 콘텐츠기업과 콜라보… 국내 콘텐츠 시장 활성화","롯데월드; 중소 콘텐츠기업과 콜라보… 국내 콘텐츠 시장 활성화 롯데월드가 한국콘텐츠진흥원에서 진행하는 ‘2021 IP 라이선싱 빌드업’을 통해 중소 콘텐츠기업와 컬래버레이션을 진행한다. 1일 롯데월드에... ",2021-12-01,"http://www.viva100.com/main/view.php?key=20211201010000309","http://www.viva100.com/main/view.php?key=20211201010000309",Unknown,Y,Y,Y,N,N,N,N
489,"롯데월드; 중소 콘텐츠기업과 협업 통해 동반성장","한국콘텐츠진흥원에서 진행하는 ‘2021 IP 라이선싱 빌드업’을 통해 중소 콘텐츠기업와 컬래버레이션을 진행한다. 롯데월드는 참여 파트너사의 캐릭터 IP 라이선스의 성장을 위해 롯데월드 자사역량을 활용... ",2021-12-01,"https://n.news.naver.com/mnews/article/014/0004748212?sid=103","http://www.fnnews.com/news/202112010920314779",네이버뉴스,Y,Y,Y,N,N,N,Y
490,"아이 손 이끌려 간 곳에 자두·무더지…눈길 끄는 ‘콜라보’","콘진원의 ‘아이피 라이선싱 빌드업’ 사업은 대기업·공기업과 중소 콘텐츠 기업의 매칭을 통해 중소 콘텐츠 기업의 수익성을 보장하고 제작·사업 역량을 강화함으로써 중소기업이 중심이 되는 아이피 생태계를... ",2024-11-15,"https://n.news.naver.com/mnews/article/028/0002716338?sid=101","https://www.hani.co.kr/arti/economy/marketing/1167553.html",네이버뉴스,N,Y,Y,N,N,N,N
491,"코레일유통; K콘텐츠 산업·철도플랫폼 협력 사례 발표","지난해 11월 콘진원과 업무협약을 체결한 코레일유통은 올해 5월 콘진원 'IP 라이선싱 빌드업' 사업의 플랫폼사로 참여해 중소 캐릭터 IP와의 컬래버레이션을 활발히 전개하고 있다. 지난 10월 코레일유통은 수원역 카페... ",2024-11-21,"https://www.thepublic.kr/news/articleView.html?idxno=241975","https://www.thepublic.kr/news/articleView.html?idxno=241975",Unknown,Y,Y,Y,Y,N,N,Y
492,"니니키즈; 서울랜드와 손잡고 크리스마스 파티","케이(K)-콘텐츠가 세계로 뻗어나가는 가운데; 중소 아이피(IP·지식재산권)가 대기업과의 콜라보를 통해 활동... 서울랜드와 니니키즈의 이런 협업은 한국콘텐츠진흥원(콘진원)의 ‘아이피 라이선싱 빌드업’ 사업을 매개로... ",2024-11-15,"https://n.news.naver.com/mnews/article/028/0002716394?sid=101","https://www.hani.co.kr/arti/economy/marketing/1167602.html",네이버뉴스,Y,Y,Y,N,N,N,N
493,"코레일유통; K콘텐츠 산업·철도플랫폼 협력 사례 발표","지난해 11월 콘진원과 업무협약을 체결한 코레일유통은 올해 5월 콘진원 ‘IP 라이선싱 빌드업’ 사업의 플랫폼사로 참여해 중소 캐릭터 IP와의 컬래버레이션을 활발히 전개하고 있다. 지난 10월 코레일유통은 수원역... ",2024-11-20,"https://n.news.naver.com/mnews/article/421/0007919290?sid=101","https://www.news1.kr/realestate/general/5606446",네이버뉴스,Y,Y,Y,Y,N,N,Y
494,"서금원; 서민금융지원 이모티콘 10만개 배포…기보; 가족과 함께한 신입...","작년 11월 콘진원과 업무협약을 체결한 코레일유통은 올 5월 콘진원 'IP 라이선싱 빌드업'의 플랫폼사로 참여해 중소캐릭터 IP와의 컬래버레이션을 전개중이다. 코레일유통은 지난 10월 수원역 카페 트리핀을 '안녕 자두야... ",2024-11-20,"http://www.sisaon.co.kr/news/articleView.html?idxno=165564","http://www.sisaon.co.kr/news/articleView.html?idxno=165564",Unknown,Y,Y,Y,Y,N,N,Y
495,"[코레일유통] 행정안전부와 ‘청년마을’ 지원 업무 협약 外","지난해 11월 콘진원과 업무협약을 체결한 코레일유통은 올해 5월 콘진원 ‘IP 라이선싱 빌드업’ 사업의 플랫폼사로 참여해 중소 캐릭터 IP와의 컬래버레이션을 활발히 전개하고 있다. 지난 10월 코레일유통은 수원역 카페... ",2024-11-20,"https://ilyo.co.kr/?ac=article_view&entry_id=482287","https://ilyo.co.kr/?ac=article_view&entry_id=482287",Unknown,Y,Y,Y,Y,N,N,Y
496,"코레일유통; K콘텐츠와 철도 플랫폼 협업 사례 공개","지난해 11월 콘진원과 업무협약을 체결한 코레일유통은 올해 5월 콘진원 'IP 라이선싱 빌드업' 사업의 플랫폼사로 참여해 중소 캐릭터 IP와의 컬래버레이션을 활발히 전개하고 있다. 지난 10월; 코레일유통은 수원역 카페... ",2024-11-20,"http://www.seoulwire.com/news/articleView.html?idxno=627656","http://www.seoulwire.com/news/articleView.html?idxno=627656",Unknown,Y,Y,Y,Y,N,N,Y
497,"철도와 만난 '안녕 자두야'; K-콘텐츠 협력·상생 사례로 공유","앞서 코레일유통은 지난해 11월 콘진원과 업무협약을 체결했으며; 올해 5월 콘진원 'IP 라이선싱 빌드업' 사업의 플랫폼사로 참여해 중소 캐릭터 IP와의 컬래버레이션을 활발히 전개하고 있다. 특히 지난 10월에는... ",2024-11-20,"https://n.news.naver.com/mnews/article/047/0002452955?sid=101","https://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0003081222&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news",네이버뉴스,Y,Y,Y,Y,N,N,Y
498,"[SR문화] 메가박스; 한국콘텐츠진흥원과 MOU 체결","이번 업무협약의 일환으로 메가박스는 콘진원의 '2021 IP 라이선싱 빌드업(엔터테인먼트형)' 사업의 멘토로도 참여해 중소 콘텐츠 기업을 대상으로 멘토링 및 컨설팅; 콘텐츠ㆍ시제품 제작 및 홍보를 지원한다. 참가... ",2021-08-12,"http://www.srtimes.kr/news/articleView.html?idxno=98054","http://www.srtimes.kr/news/articleView.html?idxno=98054",Unknown,Y,Y,Y,N,N,N,N
499,"메가박스; 한국콘텐츠진흥원과 MOU 체결…중소 콘텐츠 기업 지원 나선다","이번 업무협약의 일환으로 메가박스는 콘진원의 ‘2021 IP 라이선싱 빌드업(엔터테인먼트형)’ 사업의 멘토로도 참여해 중소 콘텐츠 기업을 대상으로 멘토링 및 컨설팅; 콘텐츠/시제품 제작 및 홍보를 지원한다. 참가... ",2021-08-12,"http://enter.etoday.co.kr/view/news_view.php?varAtcId=209663","http://enter.etoday.co.kr/view/news_view.php?varAtcId=209663",Unknown,Y,Y,Y,N,N,N,N
500,"메가박스×콘진원; 콘텐츠 산업 활성화 위한 MOU 체결","이번 업무 협약의 일환으로 메가박스는 콘진원의 '2021 IP 라이선싱 빌드업(엔터테인먼트형)' 사업의 멘토로도 참여해 중소 콘텐츠 기업을 대상으로 멘토링 및 컨설팅; 콘텐츠/시제품 제작 및 홍보를 지원한다. 참가... ",2021-08-12,"https://n.news.naver.com/mnews/article/079/0003541062?sid=103","https://www.nocutnews.co.kr/news/5606857",네이버뉴스,Y,Y,Y,N,N,N,N
501,"메가박스; 한국콘텐츠진흥원과 콘텐츠 산업 활성화를 위한 MOU 체결","이번 업무협약의 일환으로 메가박스는 콘진원의 ‘2021 IP 라이선싱 빌드업(엔터테인먼트형)’ 사업의 멘토로도 참여해 중소 콘텐츠 기업을 대상으로 멘토링 및 컨설팅; 콘텐츠/시제품 제작 및 홍보를 지원한다. 참가... ",2021-08-12,"http://www.lawissue.co.kr/view.php?ud=202108121204595616204ead0791_12","http://www.lawissue.co.kr/view.php?ud=202108121204595616204ead0791_12",Unknown,Y,Y,Y,N,N,N,N
502,"메가박스; 한국콘텐츠진흥원과 업무 협약 체결","이번 업무협약의 일환으로 메가박스는 콘진원의 '2021 IP 라이선싱 빌드업(엔터테인먼트형)' 사업의 멘토로도 참여해 중소 콘텐츠 기업을 대상으로 멘토링 및 컨설팅; 콘텐츠/시제품 제작 및 홍보를 지원한다. 참가... ",2021-08-12,"http://www.slist.kr/news/articleView.html?idxno=276652","http://www.slist.kr/news/articleView.html?idxno=276652",Unknown,Y,Y,Y,N,N,N,N
503,"메가박스; 신성장동력 위해 한국콘텐츠진흥원과 MOU체결","이번 업무협약 일환으로 메가박스는 콘진원의 ‘2021 IP 라이선싱 빌드업(엔터테인먼트형)’ 사업 멘토로도 참여해 중소 콘텐츠 기업 대상 멘토링 및 컨설팅; 콘텐츠/시제품 제작 및 홍보를 지원한다. 참가 기업들은... ",2021-08-12,"http://www.newstomato.com/ReadNews.aspx?no=1066461&inflow=N","http://www.newstomato.com/ReadNews.aspx?no=1066461&inflow=N",Unknown,Y,Y,Y,N,N,N,N
504,"메가박스; 한국콘텐츠진흥원과 업무 협약 체결","이번 업무협약의 일환으로 메가박스는 콘진원의 '2021 IP 라이선싱 빌드업(엔터테인먼트형)' 사업의 멘토로도 참여해 중소 콘텐츠 기업을 대상으로 멘토링 및 컨설팅; 콘텐츠/시제품 제작 및 홍보를 지원한다. 참가... ",2021-08-12,"https://m.entertain.naver.com/article/421/0005538111","https://www.news1.kr/articles/?4401542",네이버뉴스,Y,Y,Y,N,N,N,N
505,"메가박스; 콘진원과 MOU 체결…중소 콘텐츠 산업 활성화","[사진=메가박스] 이번 업무협약의 일환으로 메가박스는 콘진원의 '2021 IP 라이선싱 빌드업(엔터테인먼트형)' 사업의 멘토로도 참여해 중소 콘텐츠 기업을 대상으로 멘토링 및 컨설팅; 콘텐츠/시제품 제작 및 홍보를... ",2021-08-12,"http://www.newspim.com/news/view/20210812000422","http://www.newspim.com/news/view/20210812000422",Unknown,Y,Y,Y,N,N,N,N
506,"메가박스; 한국콘텐츠진흥원과 콘텐츠 산업 활성화를 위한 MOU 체결","이번 업무협약의 일환으로 메가박스는 콘진원의 ‘2021 IP 라이선싱 빌드업(엔터테인먼트형)’ 사업의 멘토로도 참여해 중소 콘텐츠 기업을 대상으로 멘토링 및 컨설팅; 콘텐츠/시제품 제작 및 홍보를 지원한다. 참가... ",2021-08-12,"https://m.entertain.naver.com/article/410/0000808439","http://mksports.co.kr/view/2021/781221/",네이버뉴스,Y,Y,Y,N,N,N,N
507,"메가박스; 한국콘텐츠진흥원과 콘텐츠 MOU 체결","이번 업무협약의 일환으로 메가박스는 콘진원의 ‘2021 IP 라이선싱 빌드업(엔터테인먼트형)’ 사업의 멘토로도 참여해 중소 콘텐츠 기업을 대상으로 멘토링 및 컨설팅; 콘텐츠/시제품 제작 및 홍보를 지원한다. 참가... ",2021-08-12,"https://m.entertain.naver.com/article/009/0004837372","http://star.mk.co.kr/new/view.php?mc=ST&year=2021&no=781202",네이버뉴스,Y,Y,Y,N,N,N,N
508,"[공식] 메가박스; 韓콘텐츠진흥원과 MOU 체결..콘텐츠 산업 활성화 기대","이번 업무협약의 일환으로 메가박스는 콘진원의 '2021 IP 라이선싱 빌드업' 사업의 멘토로도 참여해 중소 콘텐츠 기업을 대상으로 멘토링 및 컨설팅; 콘텐츠/시제품 제작 및 홍보를 지원한다. 참가 기업들은 메가박스 IP를... ",2021-08-12,"https://m.entertain.naver.com/article/076/0003766075","http://sports.chosun.com/news/ntype.htm?id=202108130100095540006141&servicedate=20210812",네이버뉴스,Y,Y,Y,N,N,N,N
509,"메가박스; 콘진원과 MOU 체결","이번 업무협약의 일환으로 메가박스는 콘진원의 ‘2021 IP 라이선싱 빌드업(엔터테인먼트형)’ 사업의 멘토로도 참여해 중소 콘텐츠 기업을 대상으로 멘토링 및 컨설팅; 콘텐츠/시제품 제작 및 홍보를 지원한다. 참가... ",2021-08-12,"https://m.entertain.naver.com/article/144/0000755260","http://sports.khan.co.kr/news/sk_index.html?art_id=202108121049013&sec_id=540401&pt=nv",네이버뉴스,Y,Y,Y,N,N,N,N
510,"부산디지털자산거래소-오콘; 'K콘텐츠 디지털 상품화' 맞손","이어 'IP 라이선싱 빌드업'을 통해 중소 콘텐츠 기업과 다양한 산업군 간 협력관계 구축을 통해 수요 맞춤형 성장을 지원하고; 협업 콘텐츠 IP 제작 및 유통을 지원하는 등 IP 상품화 및 시장 조성을 선도하고 있다. 오콘... ",2024-10-23,"https://n.news.naver.com/mnews/article/003/0012858209?sid=102","https://www.newsis.com/view/NISX20241023_0002930871",네이버뉴스,Y,Y,Y,N,N,N,N
511,"[POP!유통가] 스타벅스 '더북한강R점'; 반려동물 규제샌드박스 승인 2호...","GS리테일이 오는 11월까지 한국콘텐츠진흥원이 주관하는 '2024 IP 라이선싱 빌드업' 프로그램에 플랫폼사로 참여; 우수 콘텐츠 IP를 보유한 국내 중소 콘텐츠기업의 성장을 지원한다고 밝혔다. IP 라이선싱 빌드업은... ",2024-07-25,"http://www.popcornnews.net/news/articleView.html?idxno=63369","http://www.popcornnews.net/news/articleView.html?idxno=63369",Unknown,Y,Y,Y,N,N,N,N
512,"콘진원 '캐릭터 라이선싱 페어' 개막…무료 전시에 기업에겐 협업 기회","올해로 23년째를 맞이하는 캐릭터 라이선싱 페어는 '잇-다: 콘텐츠 IP'를 주제로 ▲기업전시관 ▲특별전시관(K팝관·빌드업 기획관·신규 캐릭터IP 홍보관 등) ▲1:1 비즈매칭존 ▲KOCCA 비즈니스 컨설팅관 등... ",2024-07-18,"https://www.newspim.com/news/view/20240718000597","https://www.newspim.com/news/view/20240718000597",Unknown,Y,Y,Y,N,N,N,Y
513,"[#IT라운지] '카카오테크 AI 스쿨'·쿠콘 'IR개최'·신장호 대표 '자사주...","콘진원은 대·중소기업 상생 기반 'IP 라이선싱 빌드업'으로 공정한 수익 체계를 마련했다. 대·중소기업 협업을 통해 실질 매출과 글로벌 K-콘텐츠의 확산으로 이어지는 성과를 거뒀다. 콘진원은 또 학술대회 연계... ",2025-08-27,"https://www.newsworks.co.kr/news/articleView.html?idxno=808789","https://www.newsworks.co.kr/news/articleView.html?idxno=808789",Unknown,Y,Y,Y,N,N,N,N
514,"콘진원 '캐릭터 라이선싱 페어'에 가족동반 관람객 몰렸다","국내 최대 콘텐츠 IP(지적재산권) 축제인 '라이선싱 페어'를 수익사업으로 여기진 않겠다는 정책 변화다.... 소개하는 '빌드업 기획관' 그리고 우수 강소기업의 다양한 캐릭터 IP 상품을 만날 수 있는 '크림스토어 홍보관... ",2024-07-20,"https://n.news.naver.com/mnews/article/008/0005066420?sid=103","http://news.mt.co.kr/mtview.php?no=2024072015312810534",네이버뉴스,Y,Y,Y,N,N,N,Y
515,"&quot;비오는 이번 주말; 아이와 함께 '캐릭터 라이선싱 페어' 관람오세요&quot;","국내 최대 콘텐츠 IP 라이선싱 행사인 캐릭터 페어는 올해 724개 부스로 규모를 확대했다. 홍보대사로... 소개하는 '빌드업 기획관' 그리고 우수 강소기업의 다양한 캐릭터 IP 상품을 만날 수 있는 '크림스토어 홍보관... ",2024-07-19,"https://n.news.naver.com/mnews/article/008/0005066042?sid=103","http://news.mt.co.kr/mtview.php?no=2024071909384918674",네이버뉴스,Y,Y,Y,N,N,N,Y
516,"[코레일유통] ‘ESG경영 실천’ 숲 조성 후원금 전달 外","코레일유통과 한국콘텐츠진흥원(원장 조현래; 이하 콘진원)은 지난 5월 K-콘텐츠의 지속적인 성장과 저변 확대를 위한 ‘2024 IP 라이선싱 빌드업’ 프로그램을 진행해 △안녕자두야 △무더지와 흙덩이 캐릭터 IP... ",2024-07-03,"https://ilyo.co.kr/?ac=article_view&entry_id=474748","https://ilyo.co.kr/?ac=article_view&entry_id=474748",Unknown,Y,Y,Y,Y,N,N,Y
517,"[공기업워치] 국토부 산하 공기업; 사업 다각화 전방위 확산","코레일유통과 한국콘텐츠진흥원은 지난 5월 K-콘텐츠의 지속적인 성장과 저변 확대를 위한 '2024 IP 라이선싱 빌드업' 프로그램을 진행; '안녕자두야'; '무더지와 흙덩이' 캐릭터 IP(지식재산권)를 보유하고 있는 2개사를... ",2024-07-03,"http://www.newswatch.kr/news/articleView.html?idxno=68307","http://www.newswatch.kr/news/articleView.html?idxno=68307",Unknown,Y,Y,Y,Y,N,N,Y
518,"코레일유통 &quot;중소콘텐츠기업과 1대1 매칭; K-콘텐츠 성장·발전 진행&quot;","앞서 코레일유통과 콘진원은 지난 5월 K-콘텐츠의 지속적인 성장과 저변 확대를 위한 '2024 IP 라이선싱 빌드업' 프로그램을 진행해 ▲안녕자두야 ▲무더지와 흙덩이 캐릭터 IP(지식재산권)를 보유하고 있는 2개사를... ",2024-07-03,"https://n.news.naver.com/mnews/article/047/0002438688?sid=101","https://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0003043314&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news",네이버뉴스,Y,Y,Y,Y,N,N,Y
519,"콘진원; '캐릭터 라이선싱 페어 2024' 18일~21일 삼성동 코엑스 개최","190개 콘텐츠 IP 기업이 참가해 전시; 부대행사; 현장 이벤트는 물론; IP 라이선싱의 최신 트렌드를 한눈에... 소개하는 '빌드업 기획관' ▲우수 강소기업의 다양한 캐릭터 IP 상품을 만날 수 있는 '크림스토어 홍보관' 등... ",2024-07-11,"https://www.econovill.com/news/articleView.html?idxno=660270","https://www.econovill.com/news/articleView.html?idxno=660270",Unknown,Y,Y,Y,N,N,N,Y
520,"콘진원; 캐릭터 라이선싱 페어 2024 개최","190개 콘텐츠 IP 기업이 참가해 전시; 부대행사; 현장 이벤트는 물론; IP 라이선싱의 최신 트렌드를 한눈에... 소개하는 ‘빌드업 기획관’ ▲우수 강소기업의 다양한 캐릭터 IP 상품을 만날 수 있는 ‘크림스토어... ",2024-07-11,"https://www.gameshot.net/common/con_view.php?code=GA668fe5bde8142","https://www.gameshot.net/common/con_view.php?code=GA668fe5bde8142",Unknown,Y,Y,Y,N,N,N,Y
521,"콘진원; 캐릭터 라이선싱 페어 2024 개최","190개 콘텐츠 IP 기업이 참가해 전시; 부대행사; 현장 이벤트는 물론; IP 라이선싱의 최신 트렌드를 한눈에 볼... 소개하는 ‘빌드업 기획관’ ▲우수 강소기업의 다양한 캐릭터 IP 상품을 만날 수 있는 ‘크림스토어... ",2024-07-11,"http://www.lawissue.co.kr/view.php?ud=202407111746504139f4ab64559d_12","http://www.lawissue.co.kr/view.php?ud=202407111746504139f4ab64559d_12",Unknown,Y,Y,Y,N,N,N,Y
